2026-06-29 14:23:05,873 | [META-RNW] | INFO | __main__ | Run ID: 20260629_142305_meta_renewed | dropout=0.50 | patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:23:05,874 | [META-RNW] | INFO | __main__ | Log file: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/logs/run_20260629_142305_meta_renewed.log
2026-06-29 14:24:42,772 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:43,163 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  50.0%  V-Acc:  40.0%  V-AUROC: 0.2917  LR: 6.00e-05
2026-06-29 14:24:43,601 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  36.4%  V-Acc:  50.0%  V-AUROC: 0.3333  LR: 8.00e-05
2026-06-29 14:24:43,718 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:44,117 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  50.0%  V-Acc:  40.0%  V-AUROC: 0.3750  LR: 1.00e-04
2026-06-29 14:24:44,235 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:44,692 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.3750  LR: 1.00e-04
2026-06-29 14:24:45,163 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.4167  LR: 1.00e-04
2026-06-29 14:24:45,282 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:45,716 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  68.2%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 1.00e-04
2026-06-29 14:24:45,830 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:46,239 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  68.2%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:46,351 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:46,792 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:47,205 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  81.8%  V-Acc:  50.0%  V-AUROC: 0.5833  LR: 1.00e-04
2026-06-29 14:24:47,322 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:47,751 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  54.5%  V-Acc:  60.0%  V-AUROC: 0.5833  LR: 1.00e-04
2026-06-29 14:24:48,188 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  77.3%  V-Acc:  50.0%  V-AUROC: 0.5833  LR: 1.00e-04
2026-06-29 14:24:48,642 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  81.8%  V-Acc:  50.0%  V-AUROC: 0.6250  LR: 1.00e-04
2026-06-29 14:24:48,761 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_04_best.pth
2026-06-29 14:24:49,200 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  77.3%  V-Acc:  50.0%  V-AUROC: 0.5833  LR: 1.00e-04
2026-06-29 14:24:49,618 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  77.3%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:50,029 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:50,431 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  86.4%  V-Acc:  60.0%  V-AUROC: 0.5833  LR: 1.00e-04
2026-06-29 14:24:50,883 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  81.8%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:51,339 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.5000  LR: 1.00e-04
2026-06-29 14:24:51,764 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.5000  LR: 1.00e-04
2026-06-29 14:24:52,225 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  86.4%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:52,667 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  81.8%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:53,120 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:53,520 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 1.00e-04
2026-06-29 14:24:53,907 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:54,307 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:54,711 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:55,135 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:55,574 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:56,008 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:56,433 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.5417  LR: 2.00e-05
2026-06-29 14:24:56,856 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.5000  LR: 2.00e-05
2026-06-29 14:24:57,286 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.5000  LR: 2.00e-05
2026-06-29 14:24:57,722 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.5000  LR: 2.00e-05
2026-06-29 14:24:58,165 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 2.00e-05
2026-06-29 14:24:58,589 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:24:59,059 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:24:59,478 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:24:59,895 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.5000  LR: 4.00e-06
2026-06-29 14:25:00,343 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:00,801 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  90.9%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:01,244 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:01,724 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:02,182 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc:  86.4%  V-Acc:  60.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:02,615 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:03,069 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 4.00e-06
2026-06-29 14:25:03,493 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:03,894 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [049/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:04,303 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [050/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:04,677 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [051/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:05,100 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [052/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:05,509 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [053/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:05,918 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [054/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.4583  LR: 1.00e-06
2026-06-29 14:25:05,920 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.6250 at epoch 14 (no improvement for 40 epochs)
2026-06-29 14:25:05,920 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.6250 (epoch 14)
2026-06-29 14:25:06,019 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 05 Result | Acc=0.500 Sens=0.667 Spec=0.250 AUROC=0.458 (Fixed Threshold: 0.5)
2026-06-29 14:25:06,036 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 06/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:25:06,050 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:25:06,051 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.222  MCI: 0.846
2026-06-29 14:25:06,493 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  40.9%  V-Acc:  60.0%  V-AUROC: 0.6400  LR: 2.00e-05
2026-06-29 14:25:06,594 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_05_best.pth
2026-06-29 14:25:06,985 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  45.5%  V-Acc:  50.0%  V-AUROC: 0.6000  LR: 4.00e-05
2026-06-29 14:25:07,369 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  40.9%  V-Acc:  50.0%  V-AUROC: 0.5600  LR: 6.00e-05
2026-06-29 14:25:07,789 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  50.0%  V-Acc:  40.0%  V-AUROC: 0.4800  LR: 8.00e-05
2026-06-29 14:25:08,250 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  45.5%  V-Acc:  40.0%  V-AUROC: 0.4800  LR: 1.00e-04
2026-06-29 14:25:08,692 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  50.0%  V-Acc:  40.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:09,110 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  40.9%  V-Acc:  70.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:09,515 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.5600  LR: 1.00e-04
2026-06-29 14:25:09,950 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  68.2%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:10,405 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  63.6%  V-Acc:  30.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:10,824 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  59.1%  V-Acc:  30.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:11,256 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:11,702 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  63.6%  V-Acc:  70.0%  V-AUROC: 0.6400  LR: 1.00e-04
2026-06-29 14:25:12,173 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  50.0%  V-Acc:  40.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:12,627 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  72.7%  V-Acc:  30.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:13,086 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  77.3%  V-Acc:  30.0%  V-AUROC: 0.5600  LR: 1.00e-04
2026-06-29 14:25:13,546 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  77.3%  V-Acc:  30.0%  V-AUROC: 0.5600  LR: 1.00e-04
2026-06-29 14:25:13,988 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  86.4%  V-Acc:  30.0%  V-AUROC: 0.5600  LR: 1.00e-04
2026-06-29 14:25:14,402 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  81.8%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:14,836 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:15,321 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  77.3%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:15,762 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 1.00e-04
2026-06-29 14:25:16,197 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  90.9%  V-Acc:  40.0%  V-AUROC: 0.6000  LR: 1.00e-04
2026-06-29 14:25:16,601 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  86.4%  V-Acc:  30.0%  V-AUROC: 0.5600  LR: 1.00e-04
2026-06-29 14:25:16,986 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.5600  LR: 2.00e-05
2026-06-29 14:25:17,340 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.5200  LR: 2.00e-05
2026-06-29 14:25:17,681 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:18,053 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:18,417 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:18,811 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:19,223 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:19,638 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  86.4%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:20,069 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  95.5%  V-Acc:  40.0%  V-AUROC: 0.4400  LR: 2.00e-05
2026-06-29 14:25:20,497 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:20,926 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 2.00e-05
2026-06-29 14:25:21,400 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 4.00e-06
2026-06-29 14:25:21,837 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  90.9%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 4.00e-06
2026-06-29 14:25:22,289 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 4.00e-06
2026-06-29 14:25:22,709 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 4.00e-06
2026-06-29 14:25:23,168 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc: 100.0%  V-Acc:  30.0%  V-AUROC: 0.4800  LR: 4.00e-06
2026-06-29 14:25:23,609 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  95.5%  V-Acc:  30.0%  V-AUROC: 0.4400  LR: 4.00e-06
2026-06-29 14:25:23,609 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.6400 at epoch 1 (no improvement for 40 epochs)
2026-06-29 14:25:23,610 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.6400 (epoch 1)
2026-06-29 14:25:23,718 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 06 Result | Acc=0.300 Sens=0.600 Spec=0.000 AUROC=0.480 (Fixed Threshold: 0.5)
2026-06-29 14:25:23,736 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 07/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:25:23,749 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:25:23,750 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 0.917  MCI: 1.100
2026-06-29 14:25:24,230 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  40.9%  V-Acc:  80.0%  V-AUROC: 0.8750  LR: 2.00e-05
2026-06-29 14:25:24,325 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_06_best.pth
2026-06-29 14:25:24,784 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  40.9%  V-Acc:  80.0%  V-AUROC: 0.8750  LR: 4.00e-05
2026-06-29 14:25:25,247 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  40.9%  V-Acc:  90.0%  V-AUROC: 0.8125  LR: 6.00e-05
2026-06-29 14:25:25,698 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  45.5%  V-Acc:  90.0%  V-AUROC: 0.8125  LR: 8.00e-05
2026-06-29 14:25:26,162 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  54.5%  V-Acc:  70.0%  V-AUROC: 0.8125  LR: 1.00e-04
2026-06-29 14:25:26,620 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  54.5%  V-Acc:  60.0%  V-AUROC: 0.6875  LR: 1.00e-04
2026-06-29 14:25:27,062 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  68.2%  V-Acc:  40.0%  V-AUROC: 0.6875  LR: 1.00e-04
2026-06-29 14:25:27,484 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.5625  LR: 1.00e-04
2026-06-29 14:25:27,925 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  86.4%  V-Acc:  40.0%  V-AUROC: 0.5625  LR: 1.00e-04
2026-06-29 14:25:28,341 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  77.3%  V-Acc:  40.0%  V-AUROC: 0.5625  LR: 1.00e-04
