2026-06-29 14:23:05,873 | [META-RNW] | INFO | __main__ | Run ID: 20260629_142305_meta_renewed | dropout=0.50 | patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:23:05,874 | [META-RNW] | INFO | __main__ | Log file: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/logs/run_20260629_142305_meta_renewed.log
2026-06-29 14:23:47,243 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:47,644 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:48,088 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:48,509 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:48,932 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:49,365 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:49,795 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:50,221 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:50,642 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:51,058 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [047/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:51,485 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [048/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 4.00e-06
2026-06-29 14:23:51,923 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [049/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:52,369 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [050/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:52,794 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [051/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:53,179 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [052/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:53,583 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [053/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:54,002 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [054/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:54,467 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [055/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:54,898 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [056/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:55,340 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [057/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:55,752 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [058/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:56,179 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [059/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:56,627 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [060/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:57,081 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [061/500] T-Acc:  90.9%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:57,533 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [062/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:58,011 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [063/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:58,473 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [064/500] T-Acc:  86.4%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:58,953 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [065/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:59,397 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [066/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:23:59,838 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [067/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:24:00,266 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [068/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:24:00,724 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [069/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:24:01,180 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [070/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:01,578 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [071/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:01,968 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [072/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:02,352 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [073/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:02,780 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [074/500] T-Acc: 100.0%  V-Acc:  50.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:03,263 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [075/500] T-Acc:  95.5%  V-Acc:  50.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:03,730 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [076/500] T-Acc: 100.0%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 1.00e-06
2026-06-29 14:24:04,165 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [077/500] T-Acc:  95.5%  V-Acc:  60.0%  V-AUROC: 0.7500  LR: 1.00e-06
2026-06-29 14:24:04,165 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.7500 at epoch 37 (no improvement for 40 epochs)
2026-06-29 14:24:04,165 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.7500 (epoch 37)
2026-06-29 14:24:04,276 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 02 Result | Acc=0.600 Sens=0.750 Spec=0.500 AUROC=0.708 (Fixed Threshold: 0.5)
2026-06-29 14:24:04,293 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 03/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:24:04,306 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:24:04,307 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.100  MCI: 0.917
2026-06-29 14:24:04,768 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  50.0%  V-Acc:  70.0%  V-AUROC: 0.7083  LR: 2.00e-05
2026-06-29 14:24:04,868 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_02_best.pth
2026-06-29 14:24:05,319 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  59.1%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 4.00e-05
2026-06-29 14:24:05,756 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  50.0%  V-Acc:  70.0%  V-AUROC: 0.6667  LR: 6.00e-05
2026-06-29 14:24:06,185 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  54.5%  V-Acc:  60.0%  V-AUROC: 0.7083  LR: 8.00e-05
2026-06-29 14:24:06,299 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_02_best.pth
2026-06-29 14:24:06,709 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.7917  LR: 1.00e-04
2026-06-29 14:24:06,821 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_02_best.pth
2026-06-29 14:24:07,253 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:07,367 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_02_best.pth
2026-06-29 14:24:07,802 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  45.5%  V-Acc:  60.0%  V-AUROC: 0.7917  LR: 1.00e-04
2026-06-29 14:24:08,178 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.7917  LR: 1.00e-04
2026-06-29 14:24:08,600 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  54.5%  V-Acc:  70.0%  V-AUROC: 0.7500  LR: 1.00e-04
2026-06-29 14:24:08,958 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.7917  LR: 1.00e-04
2026-06-29 14:24:09,304 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  45.5%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:09,649 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  68.2%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:10,004 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:10,399 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  45.5%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:10,810 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:11,270 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  86.4%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:11,691 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 1.00e-04
2026-06-29 14:24:12,116 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  63.6%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:12,512 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:12,932 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:13,397 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  68.2%  V-Acc:  60.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:13,793 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [022/500] T-Acc:  72.7%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:14,209 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [023/500] T-Acc:  77.3%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:14,612 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [024/500] T-Acc:  63.6%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:15,075 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [025/500] T-Acc:  86.4%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:15,490 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [026/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:15,878 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [027/500] T-Acc:  68.2%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:16,295 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [028/500] T-Acc:  77.3%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:16,712 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [029/500] T-Acc:  68.2%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:17,167 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [030/500] T-Acc:  90.9%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:17,576 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [031/500] T-Acc:  81.8%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:17,975 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [032/500] T-Acc:  68.2%  V-Acc:  70.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:18,402 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [033/500] T-Acc:  81.8%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:18,800 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [034/500] T-Acc:  77.3%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:19,211 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [035/500] T-Acc:  59.1%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:19,657 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [036/500] T-Acc:  77.3%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:20,088 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [037/500] T-Acc:  81.8%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:20,511 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [038/500] T-Acc:  63.6%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:20,946 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [039/500] T-Acc:  59.1%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 4.00e-06
2026-06-29 14:24:21,384 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [040/500] T-Acc:  68.2%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:21,808 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [041/500] T-Acc:  77.3%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:22,275 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [042/500] T-Acc:  86.4%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:22,733 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [043/500] T-Acc:  72.7%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:23,160 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [044/500] T-Acc:  63.6%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:23,615 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [045/500] T-Acc:  81.8%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:24,055 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [046/500] T-Acc:  95.5%  V-Acc:  80.0%  V-AUROC: 0.8333  LR: 1.00e-06
2026-06-29 14:24:24,055 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Early stop — best AUROC 0.8333 at epoch 6 (no improvement for 40 epochs)
2026-06-29 14:24:24,056 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Done. Best AUROC: 0.8333 (epoch 6)
2026-06-29 14:24:24,168 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | -> Fold 03 Result | Acc=0.800 Sens=0.667 Spec=1.000 AUROC=0.833 (Fixed Threshold: 0.5)
2026-06-29 14:24:24,185 | [META-RNW] | INFO | meta_classifier_renewed.evaluators.monte_carlo_evaluator | === Fold 04/30 | train: 22 subj | test: 10 subj ===
2026-06-29 14:24:24,198 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Device: cuda | max_epochs=500 | batch=8 | es_patience=40 | lr=1e-04 | wd=1e-02
2026-06-29 14:24:24,199 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | CE weights — HC: 1.100  MCI: 0.917
2026-06-29 14:24:24,688 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [001/500] T-Acc:  40.9%  V-Acc:  40.0%  V-AUROC: 0.8333  LR: 2.00e-05
2026-06-29 14:24:24,794 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer |   ↳ new best AUROC; saved checkpoint: /home/leggo/AIResearch/VOGBasedMCIDetectionSystemMobileViTSingleExperimentInference/outputs/checkpoints/run_20260629_142305_meta_renewed/fold_03_best.pth
2026-06-29 14:24:25,229 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [002/500] T-Acc:  40.9%  V-Acc:  40.0%  V-AUROC: 0.8333  LR: 4.00e-05
2026-06-29 14:24:25,663 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [003/500] T-Acc:  40.9%  V-Acc:  40.0%  V-AUROC: 0.8333  LR: 6.00e-05
2026-06-29 14:24:26,091 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [004/500] T-Acc:  36.4%  V-Acc:  60.0%  V-AUROC: 0.5000  LR: 8.00e-05
2026-06-29 14:24:26,548 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [005/500] T-Acc:  40.9%  V-Acc:  60.0%  V-AUROC: 0.3333  LR: 1.00e-04
2026-06-29 14:24:26,964 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [006/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.2500  LR: 1.00e-04
2026-06-29 14:24:27,404 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [007/500] T-Acc:  63.6%  V-Acc:  50.0%  V-AUROC: 0.3333  LR: 1.00e-04
2026-06-29 14:24:27,834 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [008/500] T-Acc:  50.0%  V-Acc:  30.0%  V-AUROC: 0.3750  LR: 1.00e-04
2026-06-29 14:24:28,295 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [009/500] T-Acc:  59.1%  V-Acc:  40.0%  V-AUROC: 0.4167  LR: 1.00e-04
2026-06-29 14:24:28,740 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [010/500] T-Acc:  54.5%  V-Acc:  30.0%  V-AUROC: 0.2917  LR: 1.00e-04
2026-06-29 14:24:29,151 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [011/500] T-Acc:  59.1%  V-Acc:  50.0%  V-AUROC: 0.3333  LR: 1.00e-04
2026-06-29 14:24:29,574 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [012/500] T-Acc:  72.7%  V-Acc:  60.0%  V-AUROC: 0.3333  LR: 1.00e-04
2026-06-29 14:24:29,987 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [013/500] T-Acc:  59.1%  V-Acc:  60.0%  V-AUROC: 0.2500  LR: 1.00e-04
2026-06-29 14:24:30,384 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [014/500] T-Acc:  50.0%  V-Acc:  60.0%  V-AUROC: 0.2083  LR: 1.00e-04
2026-06-29 14:24:30,821 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [015/500] T-Acc:  68.2%  V-Acc:  40.0%  V-AUROC: 0.1667  LR: 1.00e-04
2026-06-29 14:24:31,223 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [016/500] T-Acc:  68.2%  V-Acc:  20.0%  V-AUROC: 0.2500  LR: 1.00e-04
2026-06-29 14:24:31,673 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [017/500] T-Acc:  68.2%  V-Acc:  20.0%  V-AUROC: 0.2500  LR: 1.00e-04
2026-06-29 14:24:32,134 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [018/500] T-Acc:  72.7%  V-Acc:  30.0%  V-AUROC: 0.2500  LR: 1.00e-04
2026-06-29 14:24:32,571 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [019/500] T-Acc:  77.3%  V-Acc:  60.0%  V-AUROC: 0.2917  LR: 1.00e-04
2026-06-29 14:24:33,035 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [020/500] T-Acc:  86.4%  V-Acc:  60.0%  V-AUROC: 0.2917  LR: 1.00e-04
2026-06-29 14:24:33,448 | [META-RNW] | INFO | meta_classifier_renewed.model_trainers.meta_trainer | Ep [021/500] T-Acc:  81.8%  V-Acc:  60.0%  V-AUROC: 0.3333  LR: 2.00e-05
